"LISCENCEEXP","GENDER","DRIVINGEXPIRIENCE","BIRTHDAY","NAME","ID"
"11/03/2033","FEMALE","44","16/03/1988","Suzanne Hauser      ","3828054"
"16/08/2023","FEMALE","2","16/01/1974","Betty Scott         ","77836295"
"02/02/2033","MALE  ","28","20/03/1998","Julie Weisz         ","34178511"
"17/11/2029","MALE  ","20","15/10/1985","Dermot Gracie       ","53770275"
"10/10/2060","FEMALE","20","03/03/1976","Val Hornsby         ","36017888"
"24/04/2053","MALE  ","37","13/09/1966","Harriet Ermey       ","89337671"
"11/03/2036","FEMALE","49","07/08/1967","Clive Hall          ","82403946"
"28/11/2031","FEMALE","24","02/10/1987","Jeremy Diddley      ","74799662"
"31/08/2040","FEMALE","28","08/01/1971","Garland Neville     ","94913989"
"02/05/2031","MALE  ","2","25/12/1967","Rose Warden         ","24989344"
"13/03/2046","MALE  ","18","17/10/1988","Veruca Laws         ","93592405"
"26/01/2041","MALE  ","47","01/06/1990","Rhona Belles        ","16453338"
"06/09/2022","FEMALE","8","12/08/2000","Beth Tambor         ","58410976"
"03/04/2042","MALE  ","30","06/04/1986","Ike Capshaw         ","19620570"
"06/01/2058","FEMALE","29","20/03/1982","Ernie Ifans         ","29842032"
"07/05/2035","MALE  ","50","01/06/1983","Machine Vanian      ","21127584"
"24/05/2057","FEMALE","11","08/12/1971","Oro Bush            ","19992223"
"11/06/2035","FEMALE","4","15/07/2001","Clay Michaels       ","29574357"
"17/08/2027","MALE  ","43","11/06/1976","Yolanda Coleman     ","47248546"
"28/09/2045","MALE  ","40","09/04/1982","Marley Ball         ","50660288"
"16/11/2026","FEMALE","6","18/02/1977","Rodney Spine        ","2798470"
"09/12/2049","MALE  ","23","19/08/1973","Edgar Rush          ","36107120"
"17/05/2027","MALE  ","48","18/02/1993","Loretta Crosby      ","12952359"
"03/07/2055","FEMALE","48","13/12/1972","Kim Buffalo         ","36263804"
"21/03/2027","MALE  ","18","01/10/1986","Selma Nakai         ","33169083"
"19/04/2048","MALE  ","31","30/10/1974","Gilberto Ford       ","50057867"
"08/10/2052","MALE  ","44","27/11/1974","Dan Janssen         ","4314602"
"30/05/2059","FEMALE","42","23/06/1962","Al Lawrence         ","49258595"
"08/09/2050","FEMALE","25","10/02/2003","Hal Isaacs          ","75218464"
"16/06/2025","MALE  ","15","24/01/1976","Jesus Margolyes     ","88099423"
"17/11/2046","FEMALE","10","24/01/1961","Leonardo Ticotin    ","54284556"
"16/03/2057","MALE  ","16","20/07/1969","Gary Shepard        ","75420154"
"15/11/2025","MALE  ","28","05/08/1964","Norm Shawn          ","53010129"
"22/05/2054","MALE  ","22","02/07/1977","Deborah Crudup      ","15884186"
"12/02/2055","MALE  ","44","11/07/1991","Etta Langella       ","32020990"
"29/09/2037","MALE  ","39","12/09/1984","Keanu Sharp         ","751715"
"16/02/2036","MALE  ","28","08/10/1990","Cate Duchovny       ","11890936"
"06/03/2057","MALE  ","27","06/08/1989","Trini Loveless      ","78396897"
"25/02/2043","FEMALE","10","14/09/1966","Leelee Carlyle      ","72829904"
"16/04/2059","MALE  ","40","16/11/1986","Pete Basinger       ","41495231"
"16/04/2039","MALE  ","28","21/01/1960","Bernie Price        ","95547963"
"09/09/2035","MALE  ","38","21/06/1980","Scott Lipnicki      ","62826971"
"06/03/2051","FEMALE","10","02/11/1978","Rufus Schock        ","96481181"
"09/03/2034","MALE  ","6","27/12/1976","Lorraine Potter     ","76193152"
"15/05/2059","FEMALE","7","24/12/1998","Peter Raye          ","40350561"
"27/12/2023","FEMALE","21","29/09/1962","Mickey McGowan      ","64272832"
"23/09/2041","FEMALE","42","22/06/1985","Emerson Guinness    ","77966644"
"07/10/2044","MALE  ","16","06/05/2000","Tommy Lyonne        ","62613463"
"06/10/2036","MALE  ","49","21/08/1977","Lily Evans          ","13540039"
"26/03/2048","FEMALE","24","24/07/1990","Donal O'Keefe       ","49590793"
"14/11/2055","FEMALE","36","08/07/1961","Annie Crow          ","59762017"
"18/03/2038","MALE  ","20","24/06/2003","Art Lennox          ","47350523"
"27/02/2054","MALE  ","19","01/06/1981","Patty English       ","46829525"
"27/08/2038","FEMALE","12","22/01/1987","Bebe Wine           ","39700962"
"23/05/2054","MALE  ","44","09/09/1975","Isaac Voight        ","19655296"
"25/09/2058","FEMALE","33","13/04/1980","Andre Wells         ","914171"
"15/02/2027","MALE  ","22","17/08/1968","Hal O'Neal          ","41976474"
"03/11/2037","FEMALE","46","20/12/1977","Karen Posener       ","55662686"
"30/04/2039","FEMALE","18","13/09/1970","Moe Carlton         ","33204021"
"28/04/2040","FEMALE","3","29/12/1999","Gladys Heron        ","36119619"
"08/03/2025","FEMALE","29","06/02/1963","Nathan Cohn         ","49890335"
"10/06/2045","FEMALE","18","23/07/1984","Garth Hopkins       ","98832018"
"17/12/2046","MALE  ","12","15/01/2004","Courtney Costello   ","94883962"
"03/12/2025","MALE  ","33","07/12/1996","Marisa Stills       ","92590629"
"09/10/2058","MALE  ","28","01/05/1980","Hilary Frost        ","49837870"
"20/01/2058","FEMALE","30","02/09/1990","Danny Penn          ","60413722"
"19/02/2042","MALE  ","34","03/09/1969","Susan Feuerstein    ","86991708"
"18/09/2050","FEMALE","9","03/07/1995","Loretta Skaggs      ","95188465"
"12/05/2049","FEMALE","47","29/04/2001","Alex Goodall        ","80308634"
"09/11/2053","MALE  ","9","15/01/1996","Kurt Shepard        ","80720302"
"04/07/2026","FEMALE","41","02/07/1994","Cuba Alda           ","10363653"
"19/12/2028","FEMALE","20","23/05/1983","Thelma Van Helden   ","19179131"
"23/09/2046","FEMALE","3","31/08/1997","Beverley Voight     ","98103113"
"02/04/2032","MALE  ","35","22/08/1995","Devon Coyote        ","3450569"
"15/01/2059","MALE  ","29","17/12/2000","Faye Miller         ","15973904"
"05/08/2032","MALE  ","46","20/06/1991","Jodie Watson        ","19951387"
"31/01/2026","MALE  ","25","11/12/1976","Dwight Astin        ","67206012"
"16/08/2033","FEMALE","31","02/04/1966","Jamie Lynch         ","95300236"
"28/12/2052","MALE  ","8","30/07/1974","Ann Pigott-Smith    ","1473585"
"04/05/2033","FEMALE","4","06/05/1984","Sheena Birch        ","10098050"
"27/07/2050","FEMALE","48","23/02/1983","Randall Child       ","4007200"
"11/12/2034","MALE  ","22","25/12/1998","Reese Phoenix       ","26217050"
"18/01/2042","FEMALE","9","13/10/2002","Ving Heatherly      ","61734049"
"06/04/2023","FEMALE","5","17/01/2005","Timothy Arquette    ","91673071"
"12/05/2034","MALE  ","2","15/01/1998","Vince Yulin         ","30432818"
"28/10/2055","FEMALE","39","20/12/1991","Frances Channing    ","30612938"
"24/05/2058","FEMALE","14","12/12/1990","Donald Byrne        ","7456503"
"24/12/2033","MALE  ","40","06/10/1970","Terry Rourke        ","76436901"
"24/04/2028","MALE  ","41","30/03/1977","Lila Bosco          ","11549037"
"10/04/2039","FEMALE","9","08/12/1984","Ned Katt            ","94845710"
"30/12/2022","MALE  ","16","04/11/1984","LeVar Whitmore      ","90910520"
"15/10/2052","FEMALE","43","12/03/2000","Pat Baranski        ","51902629"
"15/12/2048","MALE  ","6","19/12/1989","Cheech Stuermer     ","79200973"
"25/03/2056","FEMALE","7","30/11/1974","Harriet Silverman   ","41282772"
"15/03/2058","MALE  ","22","23/06/1970","Casey Bright        ","2863989"
"16/08/2038","FEMALE","6","24/05/2002","Randall Hurt        ","75995406"
"03/04/2041","FEMALE","50","10/02/1983","Sally Perry         ","68249262"
"05/09/2027","MALE  ","16","23/09/1995","Davey Soda          ","4259380"
"22/07/2043","MALE  ","44","28/07/1965","Karen LaPaglia      ","29766935"
"24/06/2055","FEMALE","14","17/08/1982","Olga Gallagher      ","8137656"
"02/06/2029","FEMALE","13","06/10/1989","Elias Carradine     ","16966785"
"31/10/2039","FEMALE","30","29/07/1967","Dick Hanks          ","18243921"
"25/05/2053","FEMALE","10","08/08/1986","Patty Eat World     ","85251775"
"19/10/2043","MALE  ","22","09/03/2002","Ricardo Olyphant    ","9572553"
"21/09/2051","FEMALE","4","10/09/2003","Donald Wilson       ","8158055"
"10/10/2036","FEMALE","10","01/05/1984","Tommy Goldblum      ","63522732"
"26/08/2048","FEMALE","14","01/09/1992","Connie Cross        ","55012467"
"01/12/2046","FEMALE","25","26/08/1982","Vienna Coltrane     ","70738297"
"25/01/2031","FEMALE","44","17/12/1994","Rick Smith          ","52563756"
"15/07/2024","MALE  ","28","16/11/1969","Tamala McGriff      ","39716942"
"11/11/2051","MALE  ","7","04/02/1965","Suzanne Chinlund    ","19125060"
"10/07/2042","FEMALE","5","20/07/1970","Gilbert Snipes      ","48505659"
"14/10/2054","FEMALE","10","15/03/2001","Geraldine Tah       ","41112946"
"28/05/2058","MALE  ","24","31/01/1992","Busta Butler        ","62443850"
"13/05/2055","MALE  ","39","26/01/1971","Gina Schwimmer      ","40872162"
"19/10/2059","FEMALE","43","20/11/1971","Olympia Moorer      ","21091311"
"28/11/2025","MALE  ","37","24/09/1964","Glen Henriksen      ","17585401"
"29/01/2036","MALE  ","25","03/10/2004","Steven James        ","3435334"
"18/03/2053","MALE  ","11","12/03/1979","Don Lewin           ","36133812"
"06/09/2024","FEMALE","24","11/07/1995","Simon McIntyre      ","93459437"
"19/11/2036","FEMALE","32","25/12/1962","Natasha Connick     ","48246634"
"14/11/2030","FEMALE","35","09/03/1961","First Armstrong     ","19425788"
"14/03/2051","MALE  ","23","04/04/1988","Gates Holmes        ","62407246"
"20/05/2033","FEMALE","45","11/11/1989","Danni Dern          ","11024128"
"28/06/2057","MALE  ","50","14/06/1973","Herbie Tomlin       ","90018055"
"01/02/2037","MALE  ","29","31/07/1966","Rowan Morse         ","40122095"
"31/01/2036","FEMALE","26","13/02/1984","Jet Carlyle         ","91518089"
"08/02/2048","MALE  ","35","20/10/1966","Rosie Gray          ","64465052"
"31/05/2034","FEMALE","16","20/09/1981","Miki Winstone       ","83744795"
"09/05/2037","FEMALE","19","23/01/1964","Eddie Gryner        ","10568130"
"17/11/2050","FEMALE","14","24/12/1986","Lisa Margulies      ","55085438"
"27/08/2046","MALE  ","43","20/06/1974","Carrie Wells        ","93468914"
"20/09/2027","FEMALE","33","07/08/1964","Jena Khan           ","24123689"
"18/05/2024","MALE  ","3","17/06/1978","Emm Ryder           ","8216290"
"04/11/2025","MALE  ","36","18/12/2002","Garry Reinhold      ","76803354"
"23/04/2029","FEMALE","22","15/08/2005","Hilton Barkin       ","22209188"
"27/03/2058","MALE  ","20","27/01/1982","Melba De Almeida    ","82853898"
"23/07/2048","MALE  ","2","15/08/1975","Debra Belushi       ","80018559"
"28/06/2038","FEMALE","16","18/04/1981","Bridgette Page      ","30601266"
"08/03/2037","FEMALE","21","19/04/1986","Burton Blackmore    ","84376636"
"21/07/2051","MALE  ","48","24/01/1979","Tzi D'Onofrio       ","86572719"
"21/05/2060","MALE  ","14","10/06/1970","Stanley Ellis       ","69849609"
"30/09/2047","MALE  ","6","11/12/1981","Christmas Leguizamo ","88745777"
"14/12/2033","FEMALE","3","22/07/2000","Alannah Ranger      ","20573109"
"15/02/2040","MALE  ","49","24/08/1967","Tim Stiles          ","76139014"
"28/06/2028","MALE  ","3","13/05/1970","Jean-Claude Holm    ","31574418"
"18/02/2029","MALE  ","6","22/01/1988","Amy Serbedzija      ","48946375"
"26/08/2058","MALE  ","42","17/11/1998","Sonny Carlton       ","55881121"
"17/09/2053","FEMALE","38","21/10/1983","Max Gooding         ","98826824"
"04/11/2043","FEMALE","43","18/07/1996","Rickie Imperioli    ","48072934"
"14/07/2043","MALE  ","48","19/01/2005","Antonio Lindley     ","54527555"
"15/12/2052","MALE  ","6","27/02/1997","Rascal Keener       ","90421720"
"03/03/2035","FEMALE","42","29/04/1960","Burton Walken       ","9991629"
"15/06/2052","FEMALE","14","25/05/1976","Ali Levine          ","1534265"
"20/12/2054","MALE  ","38","15/09/1995","Curt Reilly         ","46729842"
"04/02/2024","MALE  ","18","27/09/1990","Dionne Bandy        ","60713120"
"06/04/2050","MALE  ","8","23/11/1990","Janice Loveless     ","85771755"
"31/07/2038","MALE  ","19","25/09/2002","Kelly Levert        ","65332896"
"12/06/2024","MALE  ","41","20/01/1994","Denny Stevens       ","13202225"
"03/05/2044","FEMALE","13","29/06/1969","Lara Astin          ","54642634"
"29/01/2056","FEMALE","10","14/01/2000","Avenged Henstridge  ","73387458"
"26/03/2047","MALE  ","22","12/04/1994","Crystal Braugher    ","12799446"
"23/09/2036","MALE  ","29","28/06/1970","Shannon Esposito    ","21748490"
"12/10/2026","FEMALE","42","22/05/1971","Vivica Cronin       ","87864370"
"01/03/2023","FEMALE","47","12/12/1960","Vin Pleasence       ","30600145"
"29/07/2029","FEMALE","45","05/09/1965","Thin Black          ","63198443"
"16/09/2031","MALE  ","50","17/11/1997","Madeline Stallone   ","53389971"
"13/09/2045","MALE  ","12","13/07/1985","Vendetta Swank      ","74435228"
"19/06/2046","FEMALE","30","03/11/1974","Jerry Root          ","30894260"
"13/06/2050","MALE  ","25","16/10/1964","Olympia Abraham     ","10225649"
"20/08/2047","MALE  ","11","11/01/1992","Humberto Wine       ","73807196"
"06/11/2029","FEMALE","46","23/02/1987","Harris McGovern     ","49501659"
"02/10/2050","FEMALE","19","22/11/1996","Nelly Dorn          ","35944326"
"21/02/2042","FEMALE","28","21/06/1988","Nils Yorn           ","3337398"
"02/06/2060","MALE  ","48","21/05/1967","Darius Neill        ","7222944"
"06/06/2045","FEMALE","21","10/06/1984","Deborah Caldwell    ","26849714"
"14/01/2032","MALE  ","44","26/05/1971","Rosie Paquin        ","61929643"
"13/02/2053","FEMALE","31","17/07/1969","Paul Elliott        ","77224474"
"13/10/2033","MALE  ","26","07/04/1966","Cate Carlyle        ","1789208"
"28/07/2055","MALE  ","9","15/11/1968","Regina Byrne        ","99130881"
"06/03/2031","MALE  ","41","01/03/2000","Joaquin Cockburn    ","91259139"
"06/05/2039","MALE  ","35","07/03/1985","Brendan Blackmore   ","49743024"
"27/11/2024","FEMALE","46","01/07/1981","Rosanne Bogguss     ","540566"
"03/08/2041","FEMALE","23","23/09/1993","Night Jessee        ","13576191"
"25/09/2059","MALE  ","5","08/11/1995","Giovanni Bloch      ","6268885"
"27/05/2049","FEMALE","7","21/06/1974","Sophie Platt        ","33614991"
"13/12/2043","FEMALE","35","17/10/1973","Clarence Berenger   ","56976454"
"03/05/2055","FEMALE","47","18/07/1973","Rik Scheider        ","81011110"
"21/09/2051","FEMALE","24","26/03/1985","Natacha Zevon       ","46454750"
"26/07/2026","MALE  ","43","10/04/1966","Rosanna Bryson      ","32210587"
"29/06/2038","MALE  ","18","17/09/2004","Luis Whitwam        ","59334849"
"19/06/2054","FEMALE","19","08/04/2004","Gordie Foster       ","983717"
"23/10/2041","FEMALE","27","16/01/1985","Tea Hauser          ","15802739"
"05/07/2059","FEMALE","10","18/03/1990","Nanci Adkins        ","14725299"
"03/11/2032","MALE  ","19","20/07/1965","Glenn Rubinek       ","52619858"
"24/04/2045","MALE  ","10","21/09/1991","Hal DiFranco        ","10818654"
"22/02/2039","FEMALE","16","06/07/1994","Colin Mortensen     ","91779455"
"16/04/2051","MALE  ","38","05/12/2004","Kelly Melvin        ","91063916"
"21/09/2032","MALE  ","38","28/12/2003","Pierce McDonald     ","72445708"
"03/11/2053","FEMALE","50","18/03/1963","Timothy Aglukark    ","91409365"
"05/11/2050","FEMALE","49","10/02/1970","Willie Hughes       ","12545251"
"03/11/2047","MALE  ","14","10/05/2005","Harold Laws         ","31744098"
"14/10/2056","FEMALE","43","22/11/2001","Darren Street       ","29759650"
"16/10/2039","FEMALE","38","22/11/1964","Miles Weston        ","87561117"
"13/11/2055","MALE  ","42","05/09/1981","Ice Secada          ","43952503"
"20/01/2059","MALE  ","44","25/03/1976","Geoff Barrymore     ","3131969"
"04/01/2042","MALE  ","15","06/01/1965","Hikaru LaMond       ","10506266"
"09/12/2034","FEMALE","26","29/09/1976","Andrae Supernaw     ","25697292"
"11/09/2051","FEMALE","36","27/06/1978","Vivica Brothers     ","52891571"
"05/04/2048","MALE  ","28","21/07/1968","Sonny Kurtz         ","13322244"
"05/11/2042","MALE  ","14","21/01/1977","Ann Rock            ","79295679"
"22/03/2055","MALE  ","6","08/09/1966","Regina Vince        ","36741470"
"05/03/2033","MALE  ","9","28/04/1985","Gina McGowan        ","38546897"
"07/08/2034","FEMALE","45","19/03/1989","Tom Page            ","88975389"
"28/09/2022","FEMALE","32","02/11/1991","Dianne Plummer      ","1138175"
"13/01/2048","FEMALE","30","09/10/1986","Vondie Nakai        ","16987792"
"19/05/2045","MALE  ","43","27/03/1996","Annie Whitaker      ","98125764"
"17/08/2028","FEMALE","48","09/07/2003","Denis Yorn          ","28424312"
"19/05/2028","MALE  ","4","20/12/1978","Alan Everett        ","20307725"
"15/12/2028","MALE  ","50","17/12/1995","Earl Candy          ","84772101"
"25/04/2033","FEMALE","47","26/12/1994","Xander Klugh        ","28622216"
"15/03/2038","MALE  ","7","21/10/1993","Oro Taha            ","1363077"
"13/10/2025","FEMALE","37","13/11/1983","Michael Colon       ","60396921"
"18/10/2025","MALE  ","29","31/05/1979","Jeffery Moorer      ","15756369"
"28/11/2039","MALE  ","30","21/10/1990","Night McConaughey   ","91178623"
"05/06/2040","FEMALE","12","26/11/1982","Delroy de Lancie    ","90430163"
"19/01/2052","FEMALE","7","09/06/1996","Franz Leachman      ","34625813"
"20/08/2042","MALE  ","44","09/10/1979","Hilton Bragg        ","64638892"
"15/07/2026","FEMALE","27","05/08/1969","Frederic Keith      ","89607421"
"13/03/2059","FEMALE","23","17/08/1988","Julianna Connick    ","94998744"
"22/06/2059","FEMALE","41","14/04/1994","Johnette Larter     ","80467146"
"12/04/2032","FEMALE","11","05/06/1989","Val Donelly         ","6102791"
"18/01/2043","MALE  ","33","09/02/1994","Quentin Palin       ","39635485"
"02/09/2029","MALE  ","27","15/01/1979","Jeffrey MacLachlan  ","42486504"
"01/04/2047","FEMALE","25","06/10/1985","Jared Weller        ","57650524"
"22/04/2031","MALE  ","18","17/03/1986","Gloria Olyphant     ","52815267"
"27/01/2041","MALE  ","2","31/03/1962","Rosie Soda          ","30433676"
"07/09/2037","MALE  ","19","07/09/2001","Dustin Morton       ","77497480"
"04/01/2033","FEMALE","14","14/10/1981","Betty Briscoe       ","73607951"
"15/08/2036","FEMALE","25","23/06/1992","Connie Hyde         ","33290158"
"08/01/2038","FEMALE","30","09/01/1970","Tilda Caldwell      ","4994037"
"06/12/2049","MALE  ","10","22/07/1981","Kathleen Alda       ","24108447"
"20/12/2049","FEMALE","30","23/08/1974","Ike Byrd            ","25423309"
"14/03/2031","FEMALE","48","08/02/2003","Clay Phoenix        ","37426265"
"30/01/2023","FEMALE","28","14/05/1983","Norm Stamp          ","10917147"
"06/06/2054","MALE  ","34","04/12/1981","Kieran Winger       ","41612314"
"19/04/2053","MALE  ","39","24/09/1967","Keith Lonsdale      ","72348213"
"04/06/2030","MALE  ","47","14/04/1961","Austin Campbell     ","62533964"
"22/02/2059","MALE  ","18","28/03/1972","Aimee Pony          ","98172131"
"05/08/2058","MALE  ","45","18/11/1985","Pierce Holiday      ","19031077"
"16/02/2058","FEMALE","6","10/07/1973","Dermot Conway       ","77946800"
"17/03/2030","FEMALE","22","24/08/1972","Joy Stallone        ","17662598"
"18/06/2030","MALE  ","26","11/04/1970","Larry Carnes        ","65391827"
"12/12/2025","FEMALE","47","01/09/1969","Regina Dreyfuss     ","78710776"
"27/03/2022","MALE  ","13","20/08/2000","Laura Farina        ","85931898"
"26/10/2059","FEMALE","9","31/08/1993","Max Stewart         ","69041154"
"29/05/2055","MALE  ","42","26/06/1994","Lydia Sepulveda     ","81265603"
"09/04/2037","MALE  ","7","15/08/1992","Chely Arthur        ","84311011"
"22/04/2049","MALE  ","12","18/04/1970","Elisabeth Deschanel ","18755123"
"19/01/2045","MALE  ","4","23/10/1989","Ashton Keener       ","34444715"
"11/09/2058","FEMALE","44","01/02/2001","Joseph Tyler        ","32592343"
"05/10/2035","MALE  ","49","29/11/1993","Gran Wen            ","73501462"
"29/05/2055","MALE  ","11","02/02/1974","Toshiro Redford     ","13013370"
"24/03/2055","FEMALE","36","02/06/1960","Sinead Kimball      ","59299195"
"22/12/2048","FEMALE","24","21/02/1973","Guy Price           ","75556076"
"07/06/2046","FEMALE","45","14/10/1963","Kieran Rauhofer     ","60677964"
"07/12/2039","FEMALE","39","10/05/1962","Nicole Norton       ","30734212"
"13/02/2035","MALE  ","30","24/09/1974","Eileen Irons        ","32336861"
"17/07/2044","FEMALE","34","02/01/1971","Carl Day-Lewis      ","91786769"
"19/11/2053","FEMALE","48","12/07/1972","Linda Shand         ","80010594"
"08/04/2045","FEMALE","39","26/12/1987","Murray Lynn         ","10602708"
"20/10/2043","MALE  ","16","11/02/1961","Chrissie Pesci      ","23615130"
"31/08/2042","MALE  ","43","22/03/1988","Ted Utada           ","75768777"
"11/03/2058","FEMALE","41","03/12/1965","Burt Tomei          ","64136307"
"27/11/2029","MALE  ","27","27/01/1980","Casey Sobieski      ","48192117"
"06/01/2043","FEMALE","7","20/11/1968","Daryl Farris        ","52711147"
"27/09/2047","MALE  ","15","28/12/1972","Stellan Mould       ","5159440"
"13/06/2058","MALE  ","18","24/04/1983","Christine Browne    ","78808584"
"18/09/2045","FEMALE","9","06/03/1965","Gerald Deejay       ","19261016"
"22/07/2042","FEMALE","12","28/09/1977","Minnie Armstrong    ","19904648"
"20/04/2027","MALE  ","30","19/09/1972","Christine Carrere   ","70580349"
"25/04/2035","FEMALE","28","11/02/1994","Jonatha Numan       ","58816632"
"31/08/2027","MALE  ","20","08/08/1963","Chant? Gandolfini   ","85179323"
"10/10/2054","MALE  ","36","22/03/1997","Pierce Cherry       ","58161604"
"29/07/2025","FEMALE","8","26/10/2002","Tobey Azaria        ","66443760"
"18/07/2052","MALE  ","38","28/11/1985","Candice Kravitz     ","15486596"
"17/02/2035","MALE  ","41","26/06/1995","Jay Cusack          ","44545735"
"09/03/2022","FEMALE","13","28/03/1968","Kelly Kleinenberg   ","88731141"
"25/01/2050","FEMALE","50","04/05/1988","Grace Cattrall      ","69376665"
"19/05/2022","MALE  ","20","06/11/1982","Marisa Savage       ","11077315"
"03/09/2038","MALE  ","48","31/01/1999","Amy Blades          ","20059059"
"14/10/2047","FEMALE","47","29/01/2002","Gord Taylor         ","88168250"
"19/06/2058","MALE  ","9","23/06/2000","Millie Carradine    ","55805021"
"30/03/2054","MALE  ","28","21/08/1960","Nina Lewin          ","20383107"
"31/10/2032","FEMALE","3","28/01/1981","Suzi Basinger       ","94705958"
"27/07/2058","FEMALE","33","20/11/1985","Patti MacNeil       ","99594769"
"07/10/2031","MALE  ","2","14/08/1963","Leslie Kinney       ","35260637"
"26/02/2054","FEMALE","22","04/10/2003","Laura Garfunkel     ","24856077"
"16/05/2054","FEMALE","18","16/07/1974","Sander Hoffman      ","9803202"
"10/03/2027","FEMALE","30","16/06/1981","Faye Duvall         ","76870448"
"26/12/2059","FEMALE","6","23/07/2000","Peabo Whitford      ","50077265"
"17/03/2059","FEMALE","17","17/09/1972","Geena Magnuson      ","45939893"
"29/07/2031","MALE  ","26","23/08/2001","Lionel Robinson     ","64757023"
"28/06/2033","FEMALE","29","11/02/1974","Terence Sepulveda   ","74420999"
"22/12/2044","FEMALE","48","19/07/1979","Emma Furay          ","12206191"
"28/05/2033","FEMALE","18","18/12/1963","Breckin Nakai       ","51077937"
"12/05/2042","MALE  ","2","07/01/1999","Sally Hawn          ","83154113"
"06/02/2054","FEMALE","41","10/07/1988","Taylor Vinton       ","25553367"
"26/04/2033","FEMALE","25","07/02/2005","Darren Azaria       ","83551950"
"09/09/2037","FEMALE","45","18/10/1965","Thora Stone         ","83820293"
"14/11/2034","MALE  ","20","22/12/1974","Radney Coolidge     ","3978224"
"30/01/2029","MALE  ","18","02/08/1983","Aidan Levin         ","17184023"
"09/08/2055","MALE  ","48","16/04/1989","Chris Makowicz      ","46064947"
"02/04/2029","MALE  ","29","18/05/1985","Morris Dern         ","84162848"
"07/06/2049","FEMALE","49","27/01/1961","Ewan Perez          ","41356917"
"02/05/2029","MALE  ","48","16/02/1986","Selma Ponce         ","11939353"
"16/12/2051","MALE  ","22","29/12/2002","Carol Lane          ","54364422"
"24/11/2038","FEMALE","39","05/01/1990","Lizzy Venora        ","44718751"
"06/08/2050","MALE  ","41","25/04/1977","Delbert Garr        ","15573536"
"02/01/2027","FEMALE","7","17/05/2002","Vondie Keen         ","1506488"
"29/03/2027","MALE  ","39","08/10/1985","Danny Arkin         ","38088307"
"20/01/2022","MALE  ","24","22/03/1996","Ty Kleinenberg      ","86774320"
"08/02/2029","FEMALE","32","14/09/1967","Andre Jeffreys      ","39645567"
"04/04/2047","FEMALE","22","14/09/1988","Breckin Dalley      ","85472413"
"21/12/2060","MALE  ","35","13/08/1975","Thomas Stiles       ","76215736"
"21/02/2045","FEMALE","34","19/12/1966","Bridgette Hurley    ","114489"
"07/04/2033","MALE  ","31","22/07/1991","Jill Jovovich       ","531920"
"26/07/2036","MALE  ","16","29/03/1980","Quentin Hutch       ","33463869"
"19/09/2050","FEMALE","44","31/08/1999","Mary-Louise Boothe  ","44924714"
"04/05/2030","FEMALE","3","23/03/1966","Debby Badalucco     ","16930272"
"27/09/2032","FEMALE","35","31/05/2001","Christina Diffie    ","99031605"
"15/06/2040","MALE  ","3","29/03/1981","Tia Osbourne        ","13400512"
"01/05/2052","FEMALE","35","29/06/1974","Whoopi Trejo        ","65547431"
"08/07/2046","FEMALE","22","23/08/1973","Drew Carmen         ","15120767"
"02/09/2034","FEMALE","31","12/11/1975","Armin Koteas        ","37436329"
"05/05/2045","MALE  ","27","12/09/1968","Trace Carnes        ","93673881"
"04/06/2023","FEMALE","21","20/01/1976","Maxine Phoenix      ","4185749"
"11/12/2037","MALE  ","10","03/07/1969","Denis Uggams        ","71302190"
"02/10/2023","MALE  ","7","15/02/1991","Rhea Osment         ","68999477"
"18/12/2057","FEMALE","19","10/03/2004","Don Branagh         ","52064629"
"01/12/2047","MALE  ","34","23/11/1962","Irene Lowe          ","99549331"
"01/01/2037","FEMALE","26","31/08/1991","Juliette McElhone   ","8836439"
"22/07/2048","MALE  ","2","08/10/1964","Raul Wells          ","48284026"
"25/06/2030","FEMALE","45","20/05/2000","Lucy Mollard        ","49210538"
"07/07/2023","FEMALE","48","13/09/1979","Rachid Assante      ","20578938"
"27/12/2044","FEMALE","18","11/10/1969","Ralph Roy Parnell   ","11191688"
"14/04/2045","MALE  ","33","27/05/1966","Pete Chaplin        ","46451839"
"24/03/2029","FEMALE","26","27/03/1988","Lupe Imperioli      ","49437825"
"27/06/2026","MALE  ","43","21/10/1993","Gin MacDowell       ","80417368"
"17/10/2022","FEMALE","18","30/05/1981","Andre Jovovich      ","95947516"
"02/10/2052","MALE  ","25","12/08/1977","Karen Ford          ","20556890"
"10/10/2040","FEMALE","26","06/04/1994","Ahmad Shandling     ","96768213"
"03/02/2043","FEMALE","32","20/09/2000","Peabo Redgrave      ","58290569"
"02/01/2053","FEMALE","3","24/05/1976","Merle Paxton        ","69757066"
"13/04/2039","MALE  ","36","13/02/1973","Judge Blair         ","50904873"
"22/09/2027","FEMALE","48","14/12/1982","Warren Vinton       ","78914303"
"21/07/2028","MALE  ","32","19/04/1988","Tommy Colton        ","5861389"
"03/10/2042","FEMALE","20","02/01/2005","Curtis Feuerstein   ","9578733"
"28/09/2053","MALE  ","34","13/05/1964","Howie Harnes        ","85541733"
"18/05/2037","MALE  ","23","16/09/1962","Clive Barnett       ","37075705"
"30/04/2055","MALE  ","49","18/08/2004","Tyrone Forrest      ","39618501"
"16/04/2023","MALE  ","3","17/04/1973","Wes Lewin           ","40489882"
